ordem;codigo_sessao;modulo;nome_modulo;objetivo_modulo;referencia_v3;topico_macro;nivel;tipo_sessao;titulo_aula;conteudo_programado;pratica;entrega;criterio_aprovacao;observacao
1857;M17.22.01;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Consolidar a formação em um projeto de portfólio, defesa técnica, preparação de entrevistas e transformação do conhecimento em curso ensinável.;M13 - Projeto final, carreira e entrevistas;Preparação de aulas na plataforma;projeto;Planejamento, requisitos e critérios de aceite;Preparação de aulas na plataforma - Planejamento, requisitos e critérios de aceite;leitor, código, explicação, exercícios, checklist e progresso. Nesta sessão: definir escopo, entradas, saídas, regras, riscos, tarefas e DoD.;leitura guiada, mapa mental, perguntas orais e registro no diário;anotações, respostas de fixação e checklist conceitual;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
1858;M17.22.02;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Consolidar a formação em um projeto de portfólio, defesa técnica, preparação de entrevistas e transformação do conhecimento em curso ensinável.;M13 - Projeto final, carreira e entrevistas;Preparação de aulas na plataforma;projeto;Implementação guiada incremental;Preparação de aulas na plataforma - Implementação guiada incremental;leitor, código, explicação, exercícios, checklist e progresso. Nesta sessão: codar a primeira fatia vertical com commits pequenos e validação.;digitar/implementar/desenhar junto, executar quando houver código e comparar resultado;código ou desenho funcional com evidência do resultado;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
1859;M17.22.03;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Consolidar a formação em um projeto de portfólio, defesa técnica, preparação de entrevistas e transformação do conhecimento em curso ensinável.;M13 - Projeto final, carreira e entrevistas;Preparação de aulas na plataforma;projeto;Implementação solo e expansão;Preparação de aulas na plataforma - Implementação solo e expansão;leitor, código, explicação, exercícios, checklist e progresso. Nesta sessão: ampliar funcionalidade, cobrir regras, tratar erros e melhorar organização.;resolver variação prática, corrigir erros, aplicar melhoria e explicar decisão;exercício solo, correção e anotação dos erros comuns;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
1860;M17.22.04;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Consolidar a formação em um projeto de portfólio, defesa técnica, preparação de entrevistas e transformação do conhecimento em curso ensinável.;M13 - Projeto final, carreira e entrevistas;Preparação de aulas na plataforma;projeto;Revisão, testes, documentação e entrega;Preparação de aulas na plataforma - Revisão, testes, documentação e entrega;leitor, código, explicação, exercícios, checklist e progresso. Nesta sessão: validar, testar, revisar, documentar, commitar e preparar explicação.;desafio aplicado, revisão técnica, perguntas de fixação e commit quando aplicável;entrega validada, documentação curta, critérios aprovados e Git limpo quando houver projeto;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
1861;M17.23.01;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Consolidar a formação em um projeto de portfólio, defesa técnica, preparação de entrevistas e transformação do conhecimento em curso ensinável.;M13 - Projeto final, carreira e entrevistas;Banca final da formação;projeto;Planejamento, requisitos e critérios de aceite;Banca final da formação - Planejamento, requisitos e critérios de aceite;projeto, teoria, arquitetura, operação, carreira e próximos passos. Nesta sessão: definir escopo, entradas, saídas, regras, riscos, tarefas e DoD.;leitura guiada, mapa mental, perguntas orais e registro no diário;anotações, respostas de fixação e checklist conceitual;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
1862;M17.23.02;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Consolidar a formação em um projeto de portfólio, defesa técnica, preparação de entrevistas e transformação do conhecimento em curso ensinável.;M13 - Projeto final, carreira e entrevistas;Banca final da formação;projeto;Implementação guiada incremental;Banca final da formação - Implementação guiada incremental;projeto, teoria, arquitetura, operação, carreira e próximos passos. Nesta sessão: codar a primeira fatia vertical com commits pequenos e validação.;digitar/implementar/desenhar junto, executar quando houver código e comparar resultado;código ou desenho funcional com evidência do resultado;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
1863;M17.23.03;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Consolidar a formação em um projeto de portfólio, defesa técnica, preparação de entrevistas e transformação do conhecimento em curso ensinável.;M13 - Projeto final, carreira e entrevistas;Banca final da formação;projeto;Implementação solo e expansão;Banca final da formação - Implementação solo e expansão;projeto, teoria, arquitetura, operação, carreira e próximos passos. Nesta sessão: ampliar funcionalidade, cobrir regras, tratar erros e melhorar organização.;resolver variação prática, corrigir erros, aplicar melhoria e explicar decisão;exercício solo, correção e anotação dos erros comuns;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
1864;M17.23.04;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Consolidar a formação em um projeto de portfólio, defesa técnica, preparação de entrevistas e transformação do conhecimento em curso ensinável.;M13 - Projeto final, carreira e entrevistas;Banca final da formação;projeto;Revisão, testes, documentação e entrega;Banca final da formação - Revisão, testes, documentação e entrega;projeto, teoria, arquitetura, operação, carreira e próximos passos. Nesta sessão: validar, testar, revisar, documentar, commitar e preparar explicação.;desafio aplicado, revisão técnica, perguntas de fixação e commit quando aplicável;entrega validada, documentação curta, critérios aprovados e Git limpo quando houver projeto;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
1865;M0.REV.01;M0;Ambiente, método, ferramentas e rotina profissional;Preparar o ambiente completo, a rotina de estudo, a disciplina de Git, a documentação e a forma correta de aprender com IA sem terceirizar raciocínio.;M0 - Ambiente e método;Revisão cumulativa do módulo;base;Revisão, avaliação e ensino;M0 - Revisão cumulativa do módulo;revisar todos os tópicos, montar mapa de dependências, responder perguntas abertas e fechar lacunas;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1866;M0.REV.02;M0;Ambiente, método, ferramentas e rotina profissional;Preparar o ambiente completo, a rotina de estudo, a disciplina de Git, a documentação e a forma correta de aprender com IA sem terceirizar raciocínio.;M0 - Ambiente e método;Prova prática do módulo;base;Revisão, avaliação e ensino;M0 - Prova prática do módulo;resolver exercício integrador sem copiar, com tempo controlado e explicação oral;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1867;M0.REV.03;M0;Ambiente, método, ferramentas e rotina profissional;Preparar o ambiente completo, a rotina de estudo, a disciplina de Git, a documentação e a forma correta de aprender com IA sem terceirizar raciocínio.;M0 - Ambiente e método;Refatoração ou melhoria final do módulo;base;Revisão, avaliação e ensino;M0 - Refatoração ou melhoria final do módulo;melhorar código/projeto do módulo com foco em qualidade, nomes, organização e testes quando aplicável;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1868;M0.REV.04;M0;Ambiente, método, ferramentas e rotina profissional;Preparar o ambiente completo, a rotina de estudo, a disciplina de Git, a documentação e a forma correta de aprender com IA sem terceirizar raciocínio.;M0 - Ambiente e método;Aula ensinável do módulo;base;Revisão, avaliação e ensino;M0 - Aula ensinável do módulo;transformar o que foi aprendido em roteiro didático para ensinar outra pessoa no Java Course Studio;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1869;M1.REV.01;M1;Java fundamentos absolutos e lógica aplicada;Construir base sólida de sintaxe, fluxo, entrada de dados, operadores, condicionais, laços, arrays, métodos e validação inicial.;M1 - Java fundamentos absolutos;Revisão cumulativa do módulo;base;Revisão, avaliação e ensino;M1 - Revisão cumulativa do módulo;revisar todos os tópicos, montar mapa de dependências, responder perguntas abertas e fechar lacunas;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1870;M1.REV.02;M1;Java fundamentos absolutos e lógica aplicada;Construir base sólida de sintaxe, fluxo, entrada de dados, operadores, condicionais, laços, arrays, métodos e validação inicial.;M1 - Java fundamentos absolutos;Prova prática do módulo;base;Revisão, avaliação e ensino;M1 - Prova prática do módulo;resolver exercício integrador sem copiar, com tempo controlado e explicação oral;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1871;M1.REV.03;M1;Java fundamentos absolutos e lógica aplicada;Construir base sólida de sintaxe, fluxo, entrada de dados, operadores, condicionais, laços, arrays, métodos e validação inicial.;M1 - Java fundamentos absolutos;Refatoração ou melhoria final do módulo;base;Revisão, avaliação e ensino;M1 - Refatoração ou melhoria final do módulo;melhorar código/projeto do módulo com foco em qualidade, nomes, organização e testes quando aplicável;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1872;M1.REV.04;M1;Java fundamentos absolutos e lógica aplicada;Construir base sólida de sintaxe, fluxo, entrada de dados, operadores, condicionais, laços, arrays, métodos e validação inicial.;M1 - Java fundamentos absolutos;Aula ensinável do módulo;base;Revisão, avaliação e ensino;M1 - Aula ensinável do módulo;transformar o que foi aprendido em roteiro didático para ensinar outra pessoa no Java Course Studio;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1873;M2.REV.01;M2;Java Core profundo e APIs essenciais da linguagem;Aprofundar fundamentos internos do Java para evitar base fraca: memória, objetos, String, wrappers, datas, números, imutabilidade, annotations e recursos modernos.;Expansão profunda de M1/M3 da v3;Revisão cumulativa do módulo;intermediario;Revisão, avaliação e ensino;M2 - Revisão cumulativa do módulo;revisar todos os tópicos, montar mapa de dependências, responder perguntas abertas e fechar lacunas;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1874;M2.REV.02;M2;Java Core profundo e APIs essenciais da linguagem;Aprofundar fundamentos internos do Java para evitar base fraca: memória, objetos, String, wrappers, datas, números, imutabilidade, annotations e recursos modernos.;Expansão profunda de M1/M3 da v3;Prova prática do módulo;intermediario;Revisão, avaliação e ensino;M2 - Prova prática do módulo;resolver exercício integrador sem copiar, com tempo controlado e explicação oral;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1875;M2.REV.03;M2;Java Core profundo e APIs essenciais da linguagem;Aprofundar fundamentos internos do Java para evitar base fraca: memória, objetos, String, wrappers, datas, números, imutabilidade, annotations e recursos modernos.;Expansão profunda de M1/M3 da v3;Refatoração ou melhoria final do módulo;intermediario;Revisão, avaliação e ensino;M2 - Refatoração ou melhoria final do módulo;melhorar código/projeto do módulo com foco em qualidade, nomes, organização e testes quando aplicável;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1876;M2.REV.04;M2;Java Core profundo e APIs essenciais da linguagem;Aprofundar fundamentos internos do Java para evitar base fraca: memória, objetos, String, wrappers, datas, números, imutabilidade, annotations e recursos modernos.;Expansão profunda de M1/M3 da v3;Aula ensinável do módulo;intermediario;Revisão, avaliação e ensino;M2 - Aula ensinável do módulo;transformar o que foi aprendido em roteiro didático para ensinar outra pessoa no Java Course Studio;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1877;M3.REV.01;M3;Métodos, organização procedural e projetos console;Transformar código solto em programas organizados, com funções pequenas, responsabilidades claras, leitura crítica e projetos console robustos antes da orientação a objetos.;Aulas v3 19, 21, 22 e 23 expandidas;Revisão cumulativa do módulo;intermediario;Revisão, avaliação e ensino;M3 - Revisão cumulativa do módulo;revisar todos os tópicos, montar mapa de dependências, responder perguntas abertas e fechar lacunas;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1878;M3.REV.02;M3;Métodos, organização procedural e projetos console;Transformar código solto em programas organizados, com funções pequenas, responsabilidades claras, leitura crítica e projetos console robustos antes da orientação a objetos.;Aulas v3 19, 21, 22 e 23 expandidas;Prova prática do módulo;intermediario;Revisão, avaliação e ensino;M3 - Prova prática do módulo;resolver exercício integrador sem copiar, com tempo controlado e explicação oral;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1879;M3.REV.03;M3;Métodos, organização procedural e projetos console;Transformar código solto em programas organizados, com funções pequenas, responsabilidades claras, leitura crítica e projetos console robustos antes da orientação a objetos.;Aulas v3 19, 21, 22 e 23 expandidas;Refatoração ou melhoria final do módulo;intermediario;Revisão, avaliação e ensino;M3 - Refatoração ou melhoria final do módulo;melhorar código/projeto do módulo com foco em qualidade, nomes, organização e testes quando aplicável;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1880;M3.REV.04;M3;Métodos, organização procedural e projetos console;Transformar código solto em programas organizados, com funções pequenas, responsabilidades claras, leitura crítica e projetos console robustos antes da orientação a objetos.;Aulas v3 19, 21, 22 e 23 expandidas;Aula ensinável do módulo;intermediario;Revisão, avaliação e ensino;M3 - Aula ensinável do módulo;transformar o que foi aprendido em roteiro didático para ensinar outra pessoa no Java Course Studio;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1881;M4.REV.01;M4;Orientação a Objetos de verdade e modelagem de domínio;Ensinar POO como modelagem de problema real, não só sintaxe de classe, preparando domínio empresarial, encapsulamento e objetos válidos.;M2 - Orientação a Objetos de verdade;Revisão cumulativa do módulo;intermediario;Revisão, avaliação e ensino;M4 - Revisão cumulativa do módulo;revisar todos os tópicos, montar mapa de dependências, responder perguntas abertas e fechar lacunas;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1882;M4.REV.02;M4;Orientação a Objetos de verdade e modelagem de domínio;Ensinar POO como modelagem de problema real, não só sintaxe de classe, preparando domínio empresarial, encapsulamento e objetos válidos.;M2 - Orientação a Objetos de verdade;Prova prática do módulo;intermediario;Revisão, avaliação e ensino;M4 - Prova prática do módulo;resolver exercício integrador sem copiar, com tempo controlado e explicação oral;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1883;M4.REV.03;M4;Orientação a Objetos de verdade e modelagem de domínio;Ensinar POO como modelagem de problema real, não só sintaxe de classe, preparando domínio empresarial, encapsulamento e objetos válidos.;M2 - Orientação a Objetos de verdade;Refatoração ou melhoria final do módulo;intermediario;Revisão, avaliação e ensino;M4 - Refatoração ou melhoria final do módulo;melhorar código/projeto do módulo com foco em qualidade, nomes, organização e testes quando aplicável;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1884;M4.REV.04;M4;Orientação a Objetos de verdade e modelagem de domínio;Ensinar POO como modelagem de problema real, não só sintaxe de classe, preparando domínio empresarial, encapsulamento e objetos válidos.;M2 - Orientação a Objetos de verdade;Aula ensinável do módulo;intermediario;Revisão, avaliação e ensino;M4 - Aula ensinável do módulo;transformar o que foi aprendido em roteiro didático para ensinar outra pessoa no Java Course Studio;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1885;M5.REV.01;M5;Collections, Generics, Streams e Java moderno;Dominar estruturas de dados e APIs modernas do Java com critério de escolha, performance, legibilidade e aplicação em relatórios e regras backend.;M3 - Collections, dados e Java moderno;Revisão cumulativa do módulo;intermediario;Revisão, avaliação e ensino;M5 - Revisão cumulativa do módulo;revisar todos os tópicos, montar mapa de dependências, responder perguntas abertas e fechar lacunas;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1886;M5.REV.02;M5;Collections, Generics, Streams e Java moderno;Dominar estruturas de dados e APIs modernas do Java com critério de escolha, performance, legibilidade e aplicação em relatórios e regras backend.;M3 - Collections, dados e Java moderno;Prova prática do módulo;intermediario;Revisão, avaliação e ensino;M5 - Prova prática do módulo;resolver exercício integrador sem copiar, com tempo controlado e explicação oral;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1887;M5.REV.03;M5;Collections, Generics, Streams e Java moderno;Dominar estruturas de dados e APIs modernas do Java com critério de escolha, performance, legibilidade e aplicação em relatórios e regras backend.;M3 - Collections, dados e Java moderno;Refatoração ou melhoria final do módulo;intermediario;Revisão, avaliação e ensino;M5 - Refatoração ou melhoria final do módulo;melhorar código/projeto do módulo com foco em qualidade, nomes, organização e testes quando aplicável;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1888;M5.REV.04;M5;Collections, Generics, Streams e Java moderno;Dominar estruturas de dados e APIs modernas do Java com critério de escolha, performance, legibilidade e aplicação em relatórios e regras backend.;M3 - Collections, dados e Java moderno;Aula ensinável do módulo;intermediario;Revisão, avaliação e ensino;M5 - Aula ensinável do módulo;transformar o que foi aprendido em roteiro didático para ensinar outra pessoa no Java Course Studio;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1889;M6.REV.01;M6;Código limpo, SOLID, refatoração e design patterns;Evoluir de código que funciona para código sustentável, legível, testável e preparado para mudança.;M4 - Código limpo, SOLID e design patterns;Revisão cumulativa do módulo;avancado;Revisão, avaliação e ensino;M6 - Revisão cumulativa do módulo;revisar todos os tópicos, montar mapa de dependências, responder perguntas abertas e fechar lacunas;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1890;M6.REV.02;M6;Código limpo, SOLID, refatoração e design patterns;Evoluir de código que funciona para código sustentável, legível, testável e preparado para mudança.;M4 - Código limpo, SOLID e design patterns;Prova prática do módulo;avancado;Revisão, avaliação e ensino;M6 - Prova prática do módulo;resolver exercício integrador sem copiar, com tempo controlado e explicação oral;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1891;M6.REV.03;M6;Código limpo, SOLID, refatoração e design patterns;Evoluir de código que funciona para código sustentável, legível, testável e preparado para mudança.;M4 - Código limpo, SOLID e design patterns;Refatoração ou melhoria final do módulo;avancado;Revisão, avaliação e ensino;M6 - Refatoração ou melhoria final do módulo;melhorar código/projeto do módulo com foco em qualidade, nomes, organização e testes quando aplicável;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1892;M6.REV.04;M6;Código limpo, SOLID, refatoração e design patterns;Evoluir de código que funciona para código sustentável, legível, testável e preparado para mudança.;M4 - Código limpo, SOLID e design patterns;Aula ensinável do módulo;avancado;Revisão, avaliação e ensino;M6 - Aula ensinável do módulo;transformar o que foi aprendido em roteiro didático para ensinar outra pessoa no Java Course Studio;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1893;M7.REV.01;M7;Build, Git profissional, Maven, Gradle e qualidade estática;Dominar ferramentas que sustentam projetos profissionais: build, dependências, versionamento, revisão, qualidade e automação local.;M5 - Maven, Git profissional e testes;Revisão cumulativa do módulo;intermediario;Revisão, avaliação e ensino;M7 - Revisão cumulativa do módulo;revisar todos os tópicos, montar mapa de dependências, responder perguntas abertas e fechar lacunas;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1894;M7.REV.02;M7;Build, Git profissional, Maven, Gradle e qualidade estática;Dominar ferramentas que sustentam projetos profissionais: build, dependências, versionamento, revisão, qualidade e automação local.;M5 - Maven, Git profissional e testes;Prova prática do módulo;intermediario;Revisão, avaliação e ensino;M7 - Prova prática do módulo;resolver exercício integrador sem copiar, com tempo controlado e explicação oral;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1895;M7.REV.03;M7;Build, Git profissional, Maven, Gradle e qualidade estática;Dominar ferramentas que sustentam projetos profissionais: build, dependências, versionamento, revisão, qualidade e automação local.;M5 - Maven, Git profissional e testes;Refatoração ou melhoria final do módulo;intermediario;Revisão, avaliação e ensino;M7 - Refatoração ou melhoria final do módulo;melhorar código/projeto do módulo com foco em qualidade, nomes, organização e testes quando aplicável;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1896;M7.REV.04;M7;Build, Git profissional, Maven, Gradle e qualidade estática;Dominar ferramentas que sustentam projetos profissionais: build, dependências, versionamento, revisão, qualidade e automação local.;M5 - Maven, Git profissional e testes;Aula ensinável do módulo;intermediario;Revisão, avaliação e ensino;M7 - Aula ensinável do módulo;transformar o que foi aprendido em roteiro didático para ensinar outra pessoa no Java Course Studio;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1897;M8.REV.01;M8;Testes profissionais em Java;Ensinar testes como documentação executável, segurança para refatoração e critério de qualidade backend.;M5 - Testes expandido;Revisão cumulativa do módulo;intermediario;Revisão, avaliação e ensino;M8 - Revisão cumulativa do módulo;revisar todos os tópicos, montar mapa de dependências, responder perguntas abertas e fechar lacunas;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
