documento_mentor_proposto;arquivo_mentor_proposto;modulo;nome_modulo;topico_macro;primeira_sessao_v4_1;ultima_sessao_v4_1;quantidade_sessoes_cobertas;tipos_sessao_cobertos;conteudo_consolidado_da_grade;regra_de_cobertura
425;425_M16_12_BOUNDED_CONTEXT.md;M16;Arquitetura, DDD, sistemas distribuídos e liderança técnica;Bounded Context;M16.12.01;M16.12.04;4;Conceito arquitetural, contexto e trade-offs | Desenho de solução e modelagem | Implementação ou prova de conceito | ADR, defesa técnica e simulação de entrevista;fronteiras, modelos diferentes e integração. Nesta sessão: comparar alternativas, custos, riscos, impactos no time, operação e evolução. | fronteiras, modelos diferentes e integração. Nesta sessão: desenhar componentes, fluxos, contratos, dados, integrações e responsabilidades. | fronteiras, modelos diferentes e integração. Nesta sessão: criar POC pequena ou refatoração guiada que materialize a decisão. | fronteiras, modelos diferentes e integração. Nesta sessão: documentar decisão, defender escolhas, responder objeções e revisar riscos.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
426;426_M16_13_CONTEXT_MAP.md;M16;Arquitetura, DDD, sistemas distribuídos e liderança técnica;Context Map;M16.13.01;M16.13.04;4;Conceito arquitetural, contexto e trade-offs | Desenho de solução e modelagem | Implementação ou prova de conceito | ADR, defesa técnica e simulação de entrevista;customer/supplier, conformist, anticorruption e shared kernel. Nesta sessão: comparar alternativas, custos, riscos, impactos no time, operação e evolução. | customer/supplier, conformist, anticorruption e shared kernel. Nesta sessão: desenhar componentes, fluxos, contratos, dados, integrações e responsabilidades. | customer/supplier, conformist, anticorruption e shared kernel. Nesta sessão: criar POC pequena ou refatoração guiada que materialize a decisão. | customer/supplier, conformist, anticorruption e shared kernel. Nesta sessão: documentar decisão, defender escolhas, responder objeções e revisar riscos.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
427;427_M16_14_ANTI_CORRUPTION_LAYER.md;M16;Arquitetura, DDD, sistemas distribuídos e liderança técnica;Anti-Corruption Layer;M16.14.01;M16.14.04;4;Conceito arquitetural, contexto e trade-offs | Desenho de solução e modelagem | Implementação ou prova de conceito | ADR, defesa técnica e simulação de entrevista;proteger domínio de sistemas externos/legados. Nesta sessão: comparar alternativas, custos, riscos, impactos no time, operação e evolução. | proteger domínio de sistemas externos/legados. Nesta sessão: desenhar componentes, fluxos, contratos, dados, integrações e responsabilidades. | proteger domínio de sistemas externos/legados. Nesta sessão: criar POC pequena ou refatoração guiada que materialize a decisão. | proteger domínio de sistemas externos/legados. Nesta sessão: documentar decisão, defender escolhas, responder objeções e revisar riscos.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
428;428_M16_15_EVENT_STORMING.md;M16;Arquitetura, DDD, sistemas distribuídos e liderança técnica;Event Storming;M16.15.01;M16.15.04;4;Conceito arquitetural, contexto e trade-offs | Desenho de solução e modelagem | Implementação ou prova de conceito | ADR, defesa técnica e simulação de entrevista;descoberta de domínio, eventos, comandos e agregados. Nesta sessão: comparar alternativas, custos, riscos, impactos no time, operação e evolução. | descoberta de domínio, eventos, comandos e agregados. Nesta sessão: desenhar componentes, fluxos, contratos, dados, integrações e responsabilidades. | descoberta de domínio, eventos, comandos e agregados. Nesta sessão: criar POC pequena ou refatoração guiada que materialize a decisão. | descoberta de domínio, eventos, comandos e agregados. Nesta sessão: documentar decisão, defender escolhas, responder objeções e revisar riscos.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
429;429_M16_16_CQRS.md;M16;Arquitetura, DDD, sistemas distribuídos e liderança técnica;CQRS;M16.16.01;M16.16.04;4;Conceito arquitetural, contexto e trade-offs | Desenho de solução e modelagem | Implementação ou prova de conceito | ADR, defesa técnica e simulação de entrevista;separar comando/consulta, quando usar e quando evitar. Nesta sessão: comparar alternativas, custos, riscos, impactos no time, operação e evolução. | separar comando/consulta, quando usar e quando evitar. Nesta sessão: desenhar componentes, fluxos, contratos, dados, integrações e responsabilidades. | separar comando/consulta, quando usar e quando evitar. Nesta sessão: criar POC pequena ou refatoração guiada que materialize a decisão. | separar comando/consulta, quando usar e quando evitar. Nesta sessão: documentar decisão, defender escolhas, responder objeções e revisar riscos.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
430;430_M16_17_EVENT_SOURCING_CONCEITUAL.md;M16;Arquitetura, DDD, sistemas distribuídos e liderança técnica;Event Sourcing conceitual;M16.17.01;M16.17.04;4;Conceito arquitetural, contexto e trade-offs | Desenho de solução e modelagem | Implementação ou prova de conceito | ADR, defesa técnica e simulação de entrevista;eventos como fonte de verdade, custo e uso. Nesta sessão: comparar alternativas, custos, riscos, impactos no time, operação e evolução. | eventos como fonte de verdade, custo e uso. Nesta sessão: desenhar componentes, fluxos, contratos, dados, integrações e responsabilidades. | eventos como fonte de verdade, custo e uso. Nesta sessão: criar POC pequena ou refatoração guiada que materialize a decisão. | eventos como fonte de verdade, custo e uso. Nesta sessão: documentar decisão, defender escolhas, responder objeções e revisar riscos.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
431;431_M16_18_ARQUITETURA_ORIENTADA_A_EVENTOS.md;M16;Arquitetura, DDD, sistemas distribuídos e liderança técnica;Arquitetura orientada a eventos;M16.18.01;M16.18.04;4;Conceito arquitetural, contexto e trade-offs | Desenho de solução e modelagem | Implementação ou prova de conceito | ADR, defesa técnica e simulação de entrevista;eventos, assincronismo, acoplamento e governança. Nesta sessão: comparar alternativas, custos, riscos, impactos no time, operação e evolução. | eventos, assincronismo, acoplamento e governança. Nesta sessão: desenhar componentes, fluxos, contratos, dados, integrações e responsabilidades. | eventos, assincronismo, acoplamento e governança. Nesta sessão: criar POC pequena ou refatoração guiada que materialize a decisão. | eventos, assincronismo, acoplamento e governança. Nesta sessão: documentar decisão, defender escolhas, responder objeções e revisar riscos.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
432;432_M16_19_CAP_E_PACELC.md;M16;Arquitetura, DDD, sistemas distribuídos e liderança técnica;CAP e PACELC;M16.19.01;M16.19.04;4;Conceito arquitetural, contexto e trade-offs | Desenho de solução e modelagem | Implementação ou prova de conceito | ADR, defesa técnica e simulação de entrevista;consistência, disponibilidade, partição, latência e trade-offs. Nesta sessão: comparar alternativas, custos, riscos, impactos no time, operação e evolução. | consistência, disponibilidade, partição, latência e trade-offs. Nesta sessão: desenhar componentes, fluxos, contratos, dados, integrações e responsabilidades. | consistência, disponibilidade, partição, latência e trade-offs. Nesta sessão: criar POC pequena ou refatoração guiada que materialize a decisão. | consistência, disponibilidade, partição, latência e trade-offs. Nesta sessão: documentar decisão, defender escolhas, responder objeções e revisar riscos.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
433;433_M16_20_CONSISTENCIA_EVENTUAL.md;M16;Arquitetura, DDD, sistemas distribuídos e liderança técnica;Consistência eventual;M16.20.01;M16.20.04;4;Conceito arquitetural, contexto e trade-offs | Desenho de solução e modelagem | Implementação ou prova de conceito | ADR, defesa técnica e simulação de entrevista;experiência do usuário, reconciliação e compensação. Nesta sessão: comparar alternativas, custos, riscos, impactos no time, operação e evolução. | experiência do usuário, reconciliação e compensação. Nesta sessão: desenhar componentes, fluxos, contratos, dados, integrações e responsabilidades. | experiência do usuário, reconciliação e compensação. Nesta sessão: criar POC pequena ou refatoração guiada que materialize a decisão. | experiência do usuário, reconciliação e compensação. Nesta sessão: documentar decisão, defender escolhas, responder objeções e revisar riscos.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
434;434_M16_21_DESIGN_DE_SISTEMAS.md;M16;Arquitetura, DDD, sistemas distribuídos e liderança técnica;Design de sistemas;M16.21.01;M16.21.04;4;Conceito arquitetural, contexto e trade-offs | Desenho de solução e modelagem | Implementação ou prova de conceito | ADR, defesa técnica e simulação de entrevista;requisitos, carga, dados, APIs, gargalos e trade-offs. Nesta sessão: comparar alternativas, custos, riscos, impactos no time, operação e evolução. | requisitos, carga, dados, APIs, gargalos e trade-offs. Nesta sessão: desenhar componentes, fluxos, contratos, dados, integrações e responsabilidades. | requisitos, carga, dados, APIs, gargalos e trade-offs. Nesta sessão: criar POC pequena ou refatoração guiada que materialize a decisão. | requisitos, carga, dados, APIs, gargalos e trade-offs. Nesta sessão: documentar decisão, defender escolhas, responder objeções e revisar riscos.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
435;435_M16_22_ESCALABILIDADE.md;M16;Arquitetura, DDD, sistemas distribuídos e liderança técnica;Escalabilidade;M16.22.01;M16.22.04;4;Conceito arquitetural, contexto e trade-offs | Desenho de solução e modelagem | Implementação ou prova de conceito | ADR, defesa técnica e simulação de entrevista;horizontal, vertical, cache, filas, banco e limites. Nesta sessão: comparar alternativas, custos, riscos, impactos no time, operação e evolução. | horizontal, vertical, cache, filas, banco e limites. Nesta sessão: desenhar componentes, fluxos, contratos, dados, integrações e responsabilidades. | horizontal, vertical, cache, filas, banco e limites. Nesta sessão: criar POC pequena ou refatoração guiada que materialize a decisão. | horizontal, vertical, cache, filas, banco e limites. Nesta sessão: documentar decisão, defender escolhas, responder objeções e revisar riscos.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
436;436_M16_23_RESILIENCIA_ARQUITETURAL.md;M16;Arquitetura, DDD, sistemas distribuídos e liderança técnica;Resiliência arquitetural;M16.23.01;M16.23.04;4;Conceito arquitetural, contexto e trade-offs | Desenho de solução e modelagem | Implementação ou prova de conceito | ADR, defesa técnica e simulação de entrevista;timeout, retry, circuit breaker, fallback e isolamento. Nesta sessão: comparar alternativas, custos, riscos, impactos no time, operação e evolução. | timeout, retry, circuit breaker, fallback e isolamento. Nesta sessão: desenhar componentes, fluxos, contratos, dados, integrações e responsabilidades. | timeout, retry, circuit breaker, fallback e isolamento. Nesta sessão: criar POC pequena ou refatoração guiada que materialize a decisão. | timeout, retry, circuit breaker, fallback e isolamento. Nesta sessão: documentar decisão, defender escolhas, responder objeções e revisar riscos.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
437;437_M16_24_MULTI_TENANCY_ARQUITETURA.md;M16;Arquitetura, DDD, sistemas distribuídos e liderança técnica;Multi-tenancy arquitetura;M16.24.01;M16.24.04;4;Conceito arquitetural, contexto e trade-offs | Desenho de solução e modelagem | Implementação ou prova de conceito | ADR, defesa técnica e simulação de entrevista;por banco, schema, coluna, isolamento e custo. Nesta sessão: comparar alternativas, custos, riscos, impactos no time, operação e evolução. | por banco, schema, coluna, isolamento e custo. Nesta sessão: desenhar componentes, fluxos, contratos, dados, integrações e responsabilidades. | por banco, schema, coluna, isolamento e custo. Nesta sessão: criar POC pequena ou refatoração guiada que materialize a decisão. | por banco, schema, coluna, isolamento e custo. Nesta sessão: documentar decisão, defender escolhas, responder objeções e revisar riscos.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
438;438_M16_25_ARQUITETURA_CORPORATIVA_BRASILEIRA.md;M16;Arquitetura, DDD, sistemas distribuídos e liderança técnica;Arquitetura corporativa brasileira;M16.25.01;M16.25.04;4;Conceito arquitetural, contexto e trade-offs | Desenho de solução e modelagem | Implementação ou prova de conceito | ADR, defesa técnica e simulação de entrevista;legado, Oracle, SAP, batch, filas, auditoria e homologação. Nesta sessão: comparar alternativas, custos, riscos, impactos no time, operação e evolução. | legado, Oracle, SAP, batch, filas, auditoria e homologação. Nesta sessão: desenhar componentes, fluxos, contratos, dados, integrações e responsabilidades. | legado, Oracle, SAP, batch, filas, auditoria e homologação. Nesta sessão: criar POC pequena ou refatoração guiada que materialize a decisão. | legado, Oracle, SAP, batch, filas, auditoria e homologação. Nesta sessão: documentar decisão, defender escolhas, responder objeções e revisar riscos.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
439;439_M16_26_MODERNIZACAO_DE_LEGADO.md;M16;Arquitetura, DDD, sistemas distribuídos e liderança técnica;Modernização de legado;M16.26.01;M16.26.04;4;Conceito arquitetural, contexto e trade-offs | Desenho de solução e modelagem | Implementação ou prova de conceito | ADR, defesa técnica e simulação de entrevista;strangler fig, anticorruption, migração incremental e riscos. Nesta sessão: comparar alternativas, custos, riscos, impactos no time, operação e evolução. | strangler fig, anticorruption, migração incremental e riscos. Nesta sessão: desenhar componentes, fluxos, contratos, dados, integrações e responsabilidades. | strangler fig, anticorruption, migração incremental e riscos. Nesta sessão: criar POC pequena ou refatoração guiada que materialize a decisão. | strangler fig, anticorruption, migração incremental e riscos. Nesta sessão: documentar decisão, defender escolhas, responder objeções e revisar riscos.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
440;440_M16_27_ADR.md;M16;Arquitetura, DDD, sistemas distribuídos e liderança técnica;ADR;M16.27.01;M16.27.04;4;Conceito arquitetural, contexto e trade-offs | Desenho de solução e modelagem | Implementação ou prova de conceito | ADR, defesa técnica e simulação de entrevista;registro de decisão, contexto, opções, decisão e consequências. Nesta sessão: comparar alternativas, custos, riscos, impactos no time, operação e evolução. | registro de decisão, contexto, opções, decisão e consequências. Nesta sessão: desenhar componentes, fluxos, contratos, dados, integrações e responsabilidades. | registro de decisão, contexto, opções, decisão e consequências. Nesta sessão: criar POC pequena ou refatoração guiada que materialize a decisão. | registro de decisão, contexto, opções, decisão e consequências. Nesta sessão: documentar decisão, defender escolhas, responder objeções e revisar riscos.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
441;441_M16_28_RFC_TECNICO.md;M16;Arquitetura, DDD, sistemas distribuídos e liderança técnica;RFC técnico;M16.28.01;M16.28.04;4;Conceito arquitetural, contexto e trade-offs | Desenho de solução e modelagem | Implementação ou prova de conceito | ADR, defesa técnica e simulação de entrevista;proposta, revisão, impacto, plano e aceite. Nesta sessão: comparar alternativas, custos, riscos, impactos no time, operação e evolução. | proposta, revisão, impacto, plano e aceite. Nesta sessão: desenhar componentes, fluxos, contratos, dados, integrações e responsabilidades. | proposta, revisão, impacto, plano e aceite. Nesta sessão: criar POC pequena ou refatoração guiada que materialize a decisão. | proposta, revisão, impacto, plano e aceite. Nesta sessão: documentar decisão, defender escolhas, responder objeções e revisar riscos.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
442;442_M16_29_CODE_REVIEW_COMO_LIDERANCA.md;M16;Arquitetura, DDD, sistemas distribuídos e liderança técnica;Code review como liderança;M16.29.01;M16.29.04;4;Conceito arquitetural, contexto e trade-offs | Desenho de solução e modelagem | Implementação ou prova de conceito | ADR, defesa técnica e simulação de entrevista;feedback, padrões, risco, mentoria e consistência. Nesta sessão: comparar alternativas, custos, riscos, impactos no time, operação e evolução. | feedback, padrões, risco, mentoria e consistência. Nesta sessão: desenhar componentes, fluxos, contratos, dados, integrações e responsabilidades. | feedback, padrões, risco, mentoria e consistência. Nesta sessão: criar POC pequena ou refatoração guiada que materialize a decisão. | feedback, padrões, risco, mentoria e consistência. Nesta sessão: documentar decisão, defender escolhas, responder objeções e revisar riscos.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
443;443_M16_30_DESENHO_ARQUITETURAL_DO_PROJETO_FINAL.md;M16;Arquitetura, DDD, sistemas distribuídos e liderança técnica;Desenho arquitetural do projeto final;M16.30.01;M16.30.04;4;Conceito arquitetural, contexto e trade-offs | Desenho de solução e modelagem | Implementação ou prova de conceito | ADR, defesa técnica e simulação de entrevista;módulos, integrações, dados, segurança, observabilidade e deploy. Nesta sessão: comparar alternativas, custos, riscos, impactos no time, operação e evolução. | módulos, integrações, dados, segurança, observabilidade e deploy. Nesta sessão: desenhar componentes, fluxos, contratos, dados, integrações e responsabilidades. | módulos, integrações, dados, segurança, observabilidade e deploy. Nesta sessão: criar POC pequena ou refatoração guiada que materialize a decisão. | módulos, integrações, dados, segurança, observabilidade e deploy. Nesta sessão: documentar decisão, defender escolhas, responder objeções e revisar riscos.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
444;444_M17_01_DEFINICAO_DO_PROJETO_FINAL.md;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Definição do projeto final;M17.01.01;M17.01.04;4;Planejamento, requisitos e critérios de aceite | Implementação guiada incremental | Implementação solo e expansão | Revisão, testes, documentação e entrega;escopo, domínio, objetivos, critérios de aceite e riscos. Nesta sessão: definir escopo, entradas, saídas, regras, riscos, tarefas e DoD. | escopo, domínio, objetivos, critérios de aceite e riscos. Nesta sessão: codar a primeira fatia vertical com commits pequenos e validação. | escopo, domínio, objetivos, critérios de aceite e riscos. Nesta sessão: ampliar funcionalidade, cobrir regras, tratar erros e melhorar organização. | escopo, domínio, objetivos, critérios de aceite e riscos. Nesta sessão: validar, testar, revisar, documentar, commitar e preparar explicação.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
445;445_M17_02_BACKLOG_DO_PROJETO_FINAL.md;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Backlog do projeto final;M17.02.01;M17.02.04;4;Planejamento, requisitos e critérios de aceite | Implementação guiada incremental | Implementação solo e expansão | Revisão, testes, documentação e entrega;épicos, histórias, tarefas, prioridade e DoD. Nesta sessão: definir escopo, entradas, saídas, regras, riscos, tarefas e DoD. | épicos, histórias, tarefas, prioridade e DoD. Nesta sessão: codar a primeira fatia vertical com commits pequenos e validação. | épicos, histórias, tarefas, prioridade e DoD. Nesta sessão: ampliar funcionalidade, cobrir regras, tratar erros e melhorar organização. | épicos, histórias, tarefas, prioridade e DoD. Nesta sessão: validar, testar, revisar, documentar, commitar e preparar explicação.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
446;446_M17_03_MODELAGEM_DE_DOMINIO_DO_PROJETO_FINAL.md;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Modelagem de domínio do projeto final;M17.03.01;M17.03.04;4;Planejamento, requisitos e critérios de aceite | Implementação guiada incremental | Implementação solo e expansão | Revisão, testes, documentação e entrega;clientes, OS, atividades, produtos, histórico, alçada, mensageria. Nesta sessão: definir escopo, entradas, saídas, regras, riscos, tarefas e DoD. | clientes, OS, atividades, produtos, histórico, alçada, mensageria. Nesta sessão: codar a primeira fatia vertical com commits pequenos e validação. | clientes, OS, atividades, produtos, histórico, alçada, mensageria. Nesta sessão: ampliar funcionalidade, cobrir regras, tratar erros e melhorar organização. | clientes, OS, atividades, produtos, histórico, alçada, mensageria. Nesta sessão: validar, testar, revisar, documentar, commitar e preparar explicação.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
447;447_M17_04_MODELAGEM_DE_BANCO_DO_PROJETO_FINAL.md;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Modelagem de banco do projeto final;M17.04.01;M17.04.04;4;Planejamento, requisitos e critérios de aceite | Implementação guiada incremental | Implementação solo e expansão | Revisão, testes, documentação e entrega;tabelas, chaves, relacionamentos, migrations e índices. Nesta sessão: definir escopo, entradas, saídas, regras, riscos, tarefas e DoD. | tabelas, chaves, relacionamentos, migrations e índices. Nesta sessão: codar a primeira fatia vertical com commits pequenos e validação. | tabelas, chaves, relacionamentos, migrations e índices. Nesta sessão: ampliar funcionalidade, cobrir regras, tratar erros e melhorar organização. | tabelas, chaves, relacionamentos, migrations e índices. Nesta sessão: validar, testar, revisar, documentar, commitar e preparar explicação.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
448;448_M17_05_IMPLEMENTACAO_DO_DOMINIO.md;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Implementação do domínio;M17.05.01;M17.05.04;4;Planejamento, requisitos e critérios de aceite | Implementação guiada incremental | Implementação solo e expansão | Revisão, testes, documentação e entrega;entidades, value objects, enums, regras e invariantes. Nesta sessão: definir escopo, entradas, saídas, regras, riscos, tarefas e DoD. | entidades, value objects, enums, regras e invariantes. Nesta sessão: codar a primeira fatia vertical com commits pequenos e validação. | entidades, value objects, enums, regras e invariantes. Nesta sessão: ampliar funcionalidade, cobrir regras, tratar erros e melhorar organização. | entidades, value objects, enums, regras e invariantes. Nesta sessão: validar, testar, revisar, documentar, commitar e preparar explicação.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
449;449_M17_06_IMPLEMENTACAO_DOS_CASOS_DE_USO.md;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Implementação dos casos de uso;M17.06.01;M17.06.04;4;Planejamento, requisitos e critérios de aceite | Implementação guiada incremental | Implementação solo e expansão | Revisão, testes, documentação e entrega;criar OS, reagendar, concluir, aprovar, enviar mensagem. Nesta sessão: definir escopo, entradas, saídas, regras, riscos, tarefas e DoD. | criar OS, reagendar, concluir, aprovar, enviar mensagem. Nesta sessão: codar a primeira fatia vertical com commits pequenos e validação. | criar OS, reagendar, concluir, aprovar, enviar mensagem. Nesta sessão: ampliar funcionalidade, cobrir regras, tratar erros e melhorar organização. | criar OS, reagendar, concluir, aprovar, enviar mensagem. Nesta sessão: validar, testar, revisar, documentar, commitar e preparar explicação.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
450;450_M17_07_IMPLEMENTACAO_DA_API_REST.md;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Implementação da API REST;M17.07.01;M17.07.04;4;Planejamento, requisitos e critérios de aceite | Implementação guiada incremental | Implementação solo e expansão | Revisão, testes, documentação e entrega;controllers, DTOs, validações, filtros e Swagger. Nesta sessão: definir escopo, entradas, saídas, regras, riscos, tarefas e DoD. | controllers, DTOs, validações, filtros e Swagger. Nesta sessão: codar a primeira fatia vertical com commits pequenos e validação. | controllers, DTOs, validações, filtros e Swagger. Nesta sessão: ampliar funcionalidade, cobrir regras, tratar erros e melhorar organização. | controllers, DTOs, validações, filtros e Swagger. Nesta sessão: validar, testar, revisar, documentar, commitar e preparar explicação.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
451;451_M17_08_IMPLEMENTACAO_DA_PERSISTENCIA.md;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Implementação da persistência;M17.08.01;M17.08.04;4;Planejamento, requisitos e critérios de aceite | Implementação guiada incremental | Implementação solo e expansão | Revisão, testes, documentação e entrega;repositories, JPA, queries, paginação e performance. Nesta sessão: definir escopo, entradas, saídas, regras, riscos, tarefas e DoD. | repositories, JPA, queries, paginação e performance. Nesta sessão: codar a primeira fatia vertical com commits pequenos e validação. | repositories, JPA, queries, paginação e performance. Nesta sessão: ampliar funcionalidade, cobrir regras, tratar erros e melhorar organização. | repositories, JPA, queries, paginação e performance. Nesta sessão: validar, testar, revisar, documentar, commitar e preparar explicação.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
452;452_M17_09_IMPLEMENTACAO_DA_SEGURANCA.md;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Implementação da segurança;M17.09.01;M17.09.04;4;Planejamento, requisitos e critérios de aceite | Implementação guiada incremental | Implementação solo e expansão | Revisão, testes, documentação e entrega;JWT/OIDC, roles, auditoria e testes. Nesta sessão: definir escopo, entradas, saídas, regras, riscos, tarefas e DoD. | JWT/OIDC, roles, auditoria e testes. Nesta sessão: codar a primeira fatia vertical com commits pequenos e validação. | JWT/OIDC, roles, auditoria e testes. Nesta sessão: ampliar funcionalidade, cobrir regras, tratar erros e melhorar organização. | JWT/OIDC, roles, auditoria e testes. Nesta sessão: validar, testar, revisar, documentar, commitar e preparar explicação.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
453;453_M17_10_IMPLEMENTACAO_DA_MENSAGERIA.md;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Implementação da mensageria;M17.10.01;M17.10.04;4;Planejamento, requisitos e critérios de aceite | Implementação guiada incremental | Implementação solo e expansão | Revisão, testes, documentação e entrega;eventos, outbox, consumidores, retry, DLQ e reprocessamento. Nesta sessão: definir escopo, entradas, saídas, regras, riscos, tarefas e DoD. | eventos, outbox, consumidores, retry, DLQ e reprocessamento. Nesta sessão: codar a primeira fatia vertical com commits pequenos e validação. | eventos, outbox, consumidores, retry, DLQ e reprocessamento. Nesta sessão: ampliar funcionalidade, cobrir regras, tratar erros e melhorar organização. | eventos, outbox, consumidores, retry, DLQ e reprocessamento. Nesta sessão: validar, testar, revisar, documentar, commitar e preparar explicação.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
454;454_M17_11_INTEGRACAO_EXTERNA_SIMULADA.md;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Integração externa simulada;M17.11.01;M17.11.04;4;Planejamento, requisitos e critérios de aceite | Implementação guiada incremental | Implementação solo e expansão | Revisão, testes, documentação e entrega;ERP/SAP fake, timeout, retry, idempotência e logs. Nesta sessão: definir escopo, entradas, saídas, regras, riscos, tarefas e DoD. | ERP/SAP fake, timeout, retry, idempotência e logs. Nesta sessão: codar a primeira fatia vertical com commits pequenos e validação. | ERP/SAP fake, timeout, retry, idempotência e logs. Nesta sessão: ampliar funcionalidade, cobrir regras, tratar erros e melhorar organização. | ERP/SAP fake, timeout, retry, idempotência e logs. Nesta sessão: validar, testar, revisar, documentar, commitar e preparar explicação.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
455;455_M17_12_OBSERVABILIDADE_DO_PROJETO_FINAL.md;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Observabilidade do projeto final;M17.12.01;M17.12.04;4;Planejamento, requisitos e critérios de aceite | Implementação guiada incremental | Implementação solo e expansão | Revisão, testes, documentação e entrega;logs, métricas, tracing, dashboards e runbook. Nesta sessão: definir escopo, entradas, saídas, regras, riscos, tarefas e DoD. | logs, métricas, tracing, dashboards e runbook. Nesta sessão: codar a primeira fatia vertical com commits pequenos e validação. | logs, métricas, tracing, dashboards e runbook. Nesta sessão: ampliar funcionalidade, cobrir regras, tratar erros e melhorar organização. | logs, métricas, tracing, dashboards e runbook. Nesta sessão: validar, testar, revisar, documentar, commitar e preparar explicação.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
456;456_M17_13_DOCKER_E_CI_CD_DO_PROJETO_FINAL.md;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Docker e CI/CD do projeto final;M17.13.01;M17.13.04;4;Planejamento, requisitos e critérios de aceite | Implementação guiada incremental | Implementação solo e expansão | Revisão, testes, documentação e entrega;Compose, pipeline, imagem, testes e artefatos. Nesta sessão: definir escopo, entradas, saídas, regras, riscos, tarefas e DoD. | Compose, pipeline, imagem, testes e artefatos. Nesta sessão: codar a primeira fatia vertical com commits pequenos e validação. | Compose, pipeline, imagem, testes e artefatos. Nesta sessão: ampliar funcionalidade, cobrir regras, tratar erros e melhorar organização. | Compose, pipeline, imagem, testes e artefatos. Nesta sessão: validar, testar, revisar, documentar, commitar e preparar explicação.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
457;457_M17_14_DOCUMENTACAO_PROFISSIONAL.md;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Documentação profissional;M17.14.01;M17.14.04;4;Planejamento, requisitos e critérios de aceite | Implementação guiada incremental | Implementação solo e expansão | Revisão, testes, documentação e entrega;README, diagramas, decisões, como rodar, endpoints e evidências. Nesta sessão: definir escopo, entradas, saídas, regras, riscos, tarefas e DoD. | README, diagramas, decisões, como rodar, endpoints e evidências. Nesta sessão: codar a primeira fatia vertical com commits pequenos e validação. | README, diagramas, decisões, como rodar, endpoints e evidências. Nesta sessão: ampliar funcionalidade, cobrir regras, tratar erros e melhorar organização. | README, diagramas, decisões, como rodar, endpoints e evidências. Nesta sessão: validar, testar, revisar, documentar, commitar e preparar explicação.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
